canonical_smiles,molecule_chembl_id,standard_type,type,value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL335220,IC50,IC50,14.0,active,365.4770000000001,4.283440000000003,1.0,4.0,7.853871964321762
Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c(C)c1,CHEMBL130363,IC50,IC50,1300.0,intermediate,379.50400000000013,4.591860000000004,1.0,4.0,5.886056647693163
c1ccc(CN2CCC(CCc3n[nH]c4ccccc34)CC2)cc1,CHEMBL92958,IC50,Log IC50(nM),2.079,active,319.4520000000001,4.407700000000004,1.0,2.0,6.9209997476961505
Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,CHEMBL130672,IC50,IC50,31.0,active,365.4770000000001,4.283440000000003,1.0,4.0,7.508638306165727
c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,CHEMBL94059,IC50,Log IC50(nM),3.412,intermediate,322.40800000000013,4.118800000000004,0.0,4.0,5.588000032061663
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,CHEMBL74926,IC50,IC50,22.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.657577319177793
Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132531,IC50,IC50,260.0,active,351.45000000000016,3.9750200000000033,1.0,4.0,6.585026652029182
CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL132285,IC50,IC50,2500.0,intermediate,394.5190000000002,3.728200000000003,1.0,5.0,5.6020599913279625
Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,CHEMBL433379,IC50,Log IC50(nM),0.892,active,334.4630000000001,4.981020000000005,0.0,3.0,8.108016769148033
CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,CHEMBL129837,IC50,IC50,760.0,active,379.50400000000013,4.7900000000000045,1.0,4.0,6.119186407719209
c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,CHEMBL328102,IC50,Log IC50(nM),1.99,active,336.50400000000013,5.141100000000005,0.0,3.0,7.010016541698601
Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL130458,IC50,IC50,10.0,active,351.4500000000001,3.9750200000000033,1.0,4.0,8.0
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL308043,IC50,IC50,210.0,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.6777807052660805
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,0.095,active,198.26899999999992,2.695800000000001,1.0,2.0,7.022276394711152
N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92775,IC50,Log IC50(nM),2.004,active,345.44600000000014,4.544280000000004,0.0,4.0,6.995979726746758
CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CHEMBL92736,IC50,Log IC50(nM),0.447,active,377.48800000000006,4.631000000000004,1.0,4.0,8.552997101533837
Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,CHEMBL91291,IC50,Log IC50(nM),0.763,active,348.4900000000002,5.289440000000005,0.0,3.0,8.237021509132257
Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,IC50,IC50,0.14,active,445.4380000000001,5.701400000000006,1.0,4.0,6.853871964321762
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,128.0,active,275.352,1.7739,1.0,4.0,6.892790030352131
CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,CHEMBL413765,IC50,IC50,20.0,active,344.4990000000002,4.263300000000004,1.0,3.0,7.698970004336019
CCCCCCNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(CC)[C@H]1C2,CHEMBL359198,IC50,IC50,233.0,active,344.4990000000002,4.263300000000004,1.0,3.0,6.632644078973981
CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609671,IC50,IC50,1.52E-7,active,317.433,2.9442000000000013,1.0,4.0,6.818156412055227
CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609672,IC50,IC50,0.000035,inactive,303.406,2.552500000000001,1.0,4.0,4.455931955649724
CCN(CC)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612098,IC50,IC50,0.00004,inactive,317.433,2.896300000000001,0.0,4.0,4.3979400086720375
CN(C(=O)NCc1ccccc1)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL612099,IC50,IC50,0.0000063,intermediate,408.50200000000024,3.3961000000000023,1.0,5.0,5.200659450546418
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,IC50,9.1E-8,active,303.19999999999993,-1.052299999999998,0.0,2.0,7.040958607678906
CN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3N(C)C12,CHEMBL612100,IC50,IC50,4.6E-7,active,351.45000000000005,3.3443000000000023,1.0,4.0,6.337242168318426
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C.COS(=O)(=O)[O-],CHEMBL539109,IC50,IC50,3.4E-8,active,401.48500000000007,1.011500000000001,1.0,7.0,7.468521082957745
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,IC50,7.6E-8,active,198.26899999999992,2.695800000000001,1.0,2.0,7.119186407719209
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccc(Cl)cc4)ccc3N(C)C12,CHEMBL609409,IC50,IC50,0.0000018,intermediate,371.8680000000001,4.320000000000003,1.0,4.0,5.7447274948966935
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,IC50,3.5E-7,active,337.42300000000006,3.6666000000000025,1.0,4.0,6.455931955649724
CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609149,IC50,IC50,9.7E-7,active,289.37899999999996,2.1161000000000003,0.0,4.0,6.013228265733755
CC[N+](C)(C)c1cccc(O)c1.[Br-],CHEMBL60745,IC50,IC50,7.8E-7,active,246.14799999999997,-1.0169999999999997,1.0,1.0,6.107905397309519
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,5.7E-8,active,275.352,1.7739,1.0,4.0,7.2441251443275085
CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,CHEMBL609150,IC50,IC50,1.1E-7,active,373.54100000000017,4.5046000000000035,1.0,4.0,6.958607314841775
C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,CHEMBL140020,IC50,IC50,8E-9,active,406.6140000000001,5.3269000000000055,0.0,1.0,8.096910013008056
COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,CHEMBL609668,IC50,IC50,0.0000017,intermediate,367.4490000000001,3.675200000000002,1.0,5.0,5.769551078621726
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL542467,IC50,IC50,11.7,active,567.1260000000003,7.327700000000008,1.0,6.0,7.931814138253839
CNC(=O)Oc1ccc2c(c1)CN(CCCOc1ccc3c(=O)c4ccccc4oc3c1)CC2.Cl,CHEMBL540833,IC50,IC50,12.4,active,494.9750000000002,4.9134000000000055,1.0,6.0,7.906578314837765
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,CHEMBL127465,IC50,IC50,27.4,active,629.798,6.608300000000006,1.0,8.0,7.562249437179612
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,CHEMBL340427,IC50,IC50,0.3,active,446.5030000000001,4.565300000000004,1.0,6.0,9.522878745280337
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1.Cl,CHEMBL544592,IC50,IC50,5.4,active,468.98100000000005,4.958500000000005,1.0,5.0,8.267606240177031
CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,CHEMBL124933,IC50,IC50,1.4,active,488.5840000000002,5.735600000000006,1.0,6.0,8.853871964321762
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1.Cl,CHEMBL542220,IC50,IC50,82.6,active,414.93299999999994,4.880700000000005,1.0,4.0,7.083019952679618
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,CHEMBL127857,IC50,IC50,29.3,active,643.8249999999999,6.998400000000007,1.0,8.0,7.533132379645891
CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL557405,IC50,IC50,6.8,active,553.0990000000003,6.937600000000008,1.0,6.0,8.167491087293763
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,CHEMBL340228,IC50,IC50,21.1,active,601.7440000000001,5.828100000000005,1.0,8.0,7.675717544702307
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,14.1,active,275.352,1.7739,1.0,4.0,7.85078088734462
CNC(=O)Oc1cccc(CN(C)CCCOc2cccc(Cc3ccccc3)c2)c1.Cl,CHEMBL544126,IC50,IC50,24.7,active,454.998,5.318300000000006,1.0,4.0,7.607303046740334
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL543655,IC50,IC50,0.32,active,539.0720000000002,6.547500000000007,1.0,6.0,9.494850021680094
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,CHEMBL124156,IC50,IC50,54.6,active,404.51,4.972700000000005,1.0,4.0,7.262807357295262
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,CHEMBL340171,IC50,IC50,26.2,active,615.7710000000001,6.218200000000006,1.0,8.0,7.581698708680254
CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1.Cl,CHEMBL539045,IC50,IC50,79.6,active,364.8729999999999,3.727500000000003,1.0,4.0,7.099086932262331
CNC(=O)Oc1cccc(CN(C)CC#CCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL553803,IC50,IC50,210.0,active,492.9590000000001,4.600400000000005,1.0,6.0,6.6777807052660805
CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1.Cl,CHEMBL544823,IC50,IC50,21.8,active,581.1530000000004,7.717800000000009,1.0,6.0,7.661543506395395
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL27673,IC50,pIC50,5.27,intermediate,582.9180000000005,7.223800000000008,4.0,6.0,5.269999835325842
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,CHEMBL418917,IC50,IC50,40.8,active,323.396,3.6423000000000014,2.0,4.0,7.38933983691012
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C=O,CHEMBL99581,IC50,IC50,387.5,active,289.335,1.3005,1.0,4.0,6.411728293157671
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,CHEMBL174228,IC50,pIC50,7.25,active,663.0480000000002,9.025640000000005,0.0,4.0,7.250031916490597
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CHEMBL173935,IC50,pIC50,7.71,active,733.9540000000004,10.004799999999998,0.0,2.0,7.709965388637482
CC[N+](C)(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,CHEMBL176521,IC50,pIC50,8.09,active,781.2240000000002,10.272399999999998,0.0,4.0,8.090016305060155
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,CHEMBL319541,IC50,IC50,245.3,active,413.52100000000013,5.2370000000000045,1.0,4.0,6.610302451793614
COc1ccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2ccc(OC)cc2)cc1,CHEMBL79012,IC50,pIC50,5.24,intermediate,666.9920000000004,7.64580000000001,0.0,6.0,5.2399999527072705
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,CHEMBL99655,IC50,IC50,11223.0,inactive,413.52100000000013,5.2370000000000045,1.0,4.0,4.949891037082132
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2Cc1ccccc1,CHEMBL317162,IC50,IC50,2847.5,intermediate,351.45000000000005,3.3443000000000023,1.0,4.0,5.545536267248862
COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,CHEMBL19060,IC50,pIC50,5.14,intermediate,590.9440000000003,6.264600000000006,4.0,8.0,5.1399999760652255
CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,CHEMBL143055,IC50,pIC50,7.74,active,751.1540000000001,9.983199999999998,0.0,6.0,7.739928612014925
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-].[I-].[I-],CHEMBL609977,IC50,pIC50,7.91,active,1008.8660000000004,2.5224000000000073,0.0,6.0,7.910094888560602
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-].[I-].[I-],CHEMBL609977,IC50,pIC50,7.9,active,1008.8660000000004,2.5224000000000073,0.0,6.0,7.899974269892137
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-].[I-].[I-],CHEMBL609977,IC50,pIC50,7.89,active,1008.8660000000004,2.5224000000000073,0.0,6.0,7.890084136976206
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-].[I-].[I-],CHEMBL609977,IC50,pIC50,7.91,active,1008.8660000000004,2.5224000000000073,0.0,6.0,7.910094888560602
COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc1ccccc1OC)C(C)C)C(C)C,CHEMBL174710,IC50,pIC50,7.14,active,723.1000000000003,9.203000000000005,0.0,6.0,7.140021558357979
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,pIC50,7.75,active,275.352,1.7739,1.0,4.0,7.7500682433658055
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,CHEMBL80221,IC50,IC50,160.8,active,351.45000000000005,3.3443000000000023,1.0,4.0,6.793713955587568
COc1cccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2cccc(OC)c2)c1,CHEMBL176773,IC50,pIC50,6.17,active,666.9920000000004,7.645800000000009,0.0,6.0,6.170001911302621
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,CHEMBL174046,IC50,pIC50,7.93,active,801.0580000000007,10.735599999999994,0.0,2.0,7.9299621333922445
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],CHEMBL176308,IC50,pIC50,6.1,active,724.9880000000003,8.22520000000001,0.0,8.0,6.0999990348465305
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],CHEMBL176308,IC50,pIC50,7.49,active,724.9880000000003,8.22520000000001,0.0,8.0,7.489991487059766
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],CHEMBL176308,IC50,pIC50,7.1,active,724.9880000000003,8.22520000000001,0.0,8.0,7.100015437450609
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],CHEMBL176308,IC50,pIC50,6.1,active,724.9880000000003,8.22520000000001,0.0,8.0,6.0999990348465305
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,IC50,27.9,active,275.352,1.7739,1.0,4.0,7.554395796726403
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc1ccccc1,CHEMBL137059,IC50,pIC50,7.43,active,665.0640000000005,8.698000000000006,0.0,2.0,7.430041181903406
CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,CHEMBL263785,IC50,pIC50,7.76,active,781.2239999999997,10.275599999999999,0.0,4.0,7.7599502278873524
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,CHEMBL173607,IC50,pIC50,7.78,active,693.1180000000004,9.314840000000002,0.0,2.0,7.779891911959945
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,pIC50,6.6,active,198.26899999999992,2.695800000000001,1.0,2.0,6.599997654072044
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OCCC,CHEMBL368075,IC50,pIC50,7.47,active,751.1539999999998,9.9864,0.0,6.0,7.470056598341331
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL75919,IC50,IC50,3500.5,intermediate,337.42300000000006,3.6666000000000025,1.0,4.0,5.455869918012035
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,CHEMBL76640,IC50,IC50,9887.0,intermediate,275.352,1.7739,1.0,4.0,5.004935465843858
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C=O)C12,CHEMBL100366,IC50,IC50,780.4,active,351.40600000000006,3.193200000000002,1.0,4.0,6.10768273927752
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,CHEMBL173136,IC50,pIC50,5.34,intermediate,770.9880000000005,10.446399999999997,0.0,4.0,5.3400001801593495
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173309,IC50,pIC50,7.73,active,695.0460000000003,8.426000000000007,0.0,6.0,7.730020323354676
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173309,IC50,pIC50,7.79,active,695.0460000000003,8.426000000000007,0.0,6.0,7.789949150124863
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173309,IC50,pIC50,7.76,active,695.0460000000003,8.426000000000007,0.0,6.0,7.7599502278873524
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173309,IC50,pIC50,7.73,active,695.0460000000003,8.426000000000007,0.0,6.0,7.730020323354676
CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL175047,IC50,pIC50,6.69,active,640.9940000000003,9.542400000000002,0.0,6.0,6.69000807121882
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,IC50,24.0,active,337.42300000000006,3.6666000000000025,1.0,4.0,7.619788758288394
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,CHEMBL176585,IC50,pIC50,7.31,active,634.9940000000004,8.408800000000008,0.0,4.0,7.309981219211305
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2,CHEMBL99414,IC50,IC50,2193.5,intermediate,261.32499999999993,1.7496,2.0,4.0,5.658862361259036
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CHEMBL177052,IC50,pIC50,6.95,active,703.8840000000002,9.715600000000002,0.0,4.0,6.950007143079858
CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL172442,IC50,pIC50,7.11,active,671.0640000000003,9.831600000000002,0.0,4.0,7.110026361596004
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,CHEMBL11805,IC50,pIC50,6.77,active,666.9920000000003,7.64580000000001,0.0,6.0,6.770011163455189
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173018,IC50,pIC50,7.92,active,725.1160000000004,8.715200000000006,0.0,4.0,7.92009553233328
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173018,IC50,pIC50,7.96,active,725.1160000000004,8.715200000000006,0.0,4.0,7.96018944585165
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173018,IC50,pIC50,7.96,active,725.1160000000004,8.715200000000006,0.0,4.0,7.96018944585165
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,CHEMBL173018,IC50,pIC50,7.92,active,725.1160000000004,8.715200000000006,0.0,4.0,7.92009553233328
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,CHEMBL431784,IC50,IC50,56.7,active,261.32499999999993,1.7496,2.0,4.0,7.246416941107094
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,CHEMBL99284,IC50,IC50,5654.5,intermediate,323.396,3.6423000000000014,2.0,4.0,5.247605791594637
Nc1c2c(nc3cc(Cl)ccc13)-c1ccccc1C2,CHEMBL59730,IC50,Log IC50,-5.18,intermediate,266.73100000000005,4.041600000000002,1.0,2.0,5.180000294489514
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,CHEMBL11805,IC50,Log IC50,-6.77,active,666.9920000000003,7.64580000000001,0.0,6.0,6.770011163455189
CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,CHEMBL59782,IC50,IC50,0.013,active,330.9030000000002,6.1493000000000055,1.0,2.0,7.886056647693163
CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,CHEMBL59782,IC50,Log IC50,-7.88,active,330.9030000000002,6.1493000000000055,1.0,2.0,7.880084589742009
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(=O)C21,CHEMBL25629,IC50,IC50,35.0,inactive,455.5070000000002,2.1921999999999997,3.0,8.0,4.455931955649724
CN1C(=O)Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc21.CS(=O)(=O)O,CHEMBL94546,IC50,IC50,0.48,active,485.6060000000002,3.6955000000000027,1.0,6.0,9.318758762624412
COc1ccc2c(c1)-c1nc3ccccc3c(N)c1C2,CHEMBL293842,IC50,Log IC50,-5.37,intermediate,262.312,3.3968000000000007,1.0,3.0,5.369999510099088
CNC(=O)Oc1ccc2c(c1)OC[C@@H]1CC[N+](C)(C)[C@H]21,CHEMBL12324,IC50,Log IC50,-5.74,intermediate,277.34399999999994,1.9346,1.0,3.0,5.740000204918113
